1617394030.000000, 1617394030.000000, 1617394030.000000
32.000000, 32.000000, 32.000000
15,-62,11
15,-63,12
15,-64,12
14,-64,10
12,-62,9
11,-58,9
13,-59,10
15,-61,12
16,-63,12
17,-64,12
16,-65,12
15,-64,10
13,-63,9
11,-61,7
10,-61,7
11,-62,8
10,-62,9
12,-63,10
13,-62,10
14,-62,10
15,-63,10
15,-63,10
14,-62,10
13,-62,9
12,-61,9
12,-62,8
13,-62,9
14,-61,10
15,-62,10
15,-63,9
14,-63,9
13,-63,9
12,-62,9
12,-61,10
13,-61,9
15,-62,10
15,-62,10
15,-62,10
15,-63,10
15,-62,10
15,-62,10
15,-63,11
15,-63,10
14,-61,9
15,-61,10
15,-61,9
14,-61,9
15,-62,11
15,-62,11
15,-62,10
15,-61,10
15,-61,10
15,-62,10
15,-62,10
14,-62,10
14,-62,10
14,-62,10
14,-62,10
15,-62,10
15,-62,10
15,-62,10
15,-62,10
14,-62,10
14,-62,10
14,-62,10
15,-62,10
15,-62,10
15,-62,10
15,-62,10
14,-62,10
15,-62,10
15,-62,10
15,-62,9
14,-62,10
14,-62,9
14,-62,9
14,-62,10
15,-62,10
15,-62,10
15,-62,10
14,-62,10
14,-62,10
14,-62,10
15,-62,10
14,-62,9
15,-62,10
14,-62,9
14,-62,9
14,-62,10
14,-62,9
14,-62,9
15,-62,10
14,-62,9
14,-62,10
15,-62,10
15,-62,10
15,-62,9
15,-62,10
14,-62,9
14,-62,9
14,-62,9
14,-62,10
15,-62,10
15,-62,10
15,-62,10
15,-62,10
15,-62,9
15,-62,10
14,-62,10
14,-62,10
14,-62,10
14,-62,9
14,-62,10
15,-62,10
15,-62,10
14,-62,10
14,-62,9
14,-62,10
14,-62,10
14,-62,9
15,-62,10
15,-62,10
14,-62,10
14,-64,11
14,-62,9
14,-61,8
13,-60,8
14,-62,9
15,-63,11
15,-61,11
15,-62,11
14,-62,10
14,-62,9
14,-62,9
14,-62,9
14,-62,9
15,-62,10
14,-62,10
13,-64,9
13,-62,8
13,-60,9
15,-60,9
16,-60,10
17,-62,11
17,-63,11
18,-63,11
16,-62,10
15,-62,9
14,-63,9
14,-62,9
13,-62,8
13,-63,8
13,-63,8
13,-63,8
14,-63,8
14,-63,8
14,-62,8
13,-62,8
13,-63,8
14,-62,8
13,-63,8
13,-62,8
13,-62,8
13,-63,8
13,-62,8
13,-62,8
13,-62,9
13,-62,8
13,-63,9
14,-63,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
13,-62,9
14,-62,9
14,-62,9
14,-62,10
14,-63,10
13,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-62,9
14,-63,9
13,-62,9
14,-61,9
14,-62,9
15,-61,9
16,-63,9
16,-64,10
14,-64,10
14,-64,9
12,-62,8
11,-62,8
12,-62,7
13,-62,8
13,-63,9
14,-63,10
15,-62,10
15,-62,10
16,-62,10
16,-62,10
16,-62,10
15,-62,10
15,-62,9
15,-62,10
14,-62,10
14,-62,9
14,-62,9
14,-62,9
14,-62,9
15,-62,10
14,-62,9
14,-63,9
14,-62,9
14,-62,9
13,-62,9
14,-62,9
14,-63,9
14,-62,9
14,-63,9
14,-62,9
14,-63,8
13,-63,8
14,-63,8
14,-63,10
14,-63,8
14,-62,9
14,-62,9
15,-62,9
14,-63,9
13,-62,8
12,-62,8
12,-61,8
14,-61,9
16,-62,9
16,-62,9
16,-62,9
16,-62,9
14,-62,8
13,-63,8
13,-63,9
12,-63,9
12,-62,8
13,-61,8
15,-61,7
15,-62,9
16,-64,11
16,-63,12
16,-62,11
16,-61,10
16,-61,9
16,-63,9
15,-62,8
13,-63,8
12,-63,7
11,-62,6
11,-63,6
12,-64,6
16,-62,10
16,-61,12
18,-62,11
16,-62,7
15,-61,7
16,-62,7
15,-63,7
14,-64,8
13,-64,6
13,-63,6
13,-62,5
14,-62,5
12,-62,5
13,-60,5
14,-61,5
14,-61,6
16,-62,6
16,-63,7
17,-64,6
17,-64,4
15,-64,2
13,-63,3
12,-61,6
14,-61,4
15,-61,5
16,-62,4
16,-63,4
15,-64,4
15,-64,4
15,-63,5
15,-63,6
15,-63,6
16,-62,5
16,-62,5
15,-62,4
15,-62,4
16,-62,5
16,-62,5
15,-62,6
15,-62,6
15,-62,6
16,-61,6
16,-62,5
16,-62,6
16,-62,5
16,-62,6
16,-62,7
16,-62,6
16,-62,6
16,-62,5
15,-62,5
16,-62,6
17,-63,7
17,-63,6
17,-63,6
17,-62,7
16,-62,6
16,-63,5
15,-63,5
15,-62,4
13,-62,4
13,-63,3
13,-61,3
13,-61,4
15,-62,6
17,-62,7
19,-62,7
19,-62,7
19,-63,7
18,-62,7
18,-61,6
17,-62,7
15,-62,5
15,-62,5
14,-61,4
14,-61,4
16,-62,4
18,-64,5
17,-65,4
15,-65,4
13,-65,4
12,-63,4
12,-60,4
12,-59,4
16,-60,5
18,-61,5
18,-62,5
19,-64,7
20,-64,7
19,-66,6
17,-66,6
11,-62,4
9,-60,3
10,-57,0
13,-61,1
12,-61,0
13,-64,5
15,-64,6
16,-62,4
14,-64,2
15,-65,4
15,-66,7
14,-65,9
12,-63,9
15,-60,5
15,-60,5
17,-60,5
20,-61,6
22,-61,6
23,-62,7
22,-62,8
18,-62,7
15,-63,6
11,-61,5
12,-61,3
13,-62,5
16,-62,7
18,-65,7
19,-66,8
18,-64,8
14,-61,6
14,-60,6
15,-61,7
15,-61,8
17,-62,8
19,-63,9
19,-61,8
18,-61,7
18,-62,7
16,-62,7
14,-63,6
12,-63,5
11,-63,5
8,-62,5
8,-62,5
8,-62,4
9,-62,5
12,-62,5
17,-62,7
20,-62,8
20,-62,11
20,-62,12
20,-61,12
20,-62,11
19,-61,10
17,-62,9
14,-62,7
14,-62,7
13,-62,7
13,-62,7
14,-61,6
14,-62,6
15,-61,6
16,-61,8
16,-62,9
16,-63,8
16,-62,8
14,-62,6
13,-62,6
12,-63,6
13,-64,7
13,-64,7
14,-64,7
15,-64,7
15,-63,7
15,-61,7
16,-60,8
18,-61,9
19,-63,9
18,-64,9
17,-65,9
16,-64,8
13,-63,8
11,-61,6
10,-60,5
11,-60,4
12,-61,4
13,-63,5
14,-63,8
15,-63,9
16,-63,9
16,-62,9
16,-62,8
15,-62,8
13,-63,7
11,-63,7
10,-63,7
11,-62,6
11,-62,6
11,-62,7
12,-62,8
13,-62,8
15,-62,10
16,-62,10
16,-62,10
16,-62,10
16,-62,10
15,-62,10
15,-62,10
14,-62,9
15,-62,10
15,-62,9
15,-62,9
15,-62,9
15,-62,9
14,-62,9
14,-62,9
13,-62,8
13,-62,8
12,-63,8
12,-63,8
12,-63,9
13,-63,9
13,-63,9
14,-63,9
14,-63,9
14,-62,9
14,-62,9
13,-62,8
14,-62,8
14,-62,8
14,-62,9
14,-62,9
14,-62,9
14,-63,8
14,-63,8
14,-62,9
14,-62,9
14,-62,9
15,-62,8
14,-62,8
14,-62,9
13,-62,9
14,-62,8
14,-62,8
14,-62,8
14,-62,8
14,-62,8
14,-62,9
14,-62,8
14,-62,8
14,-63,9
14,-62,9
14,-62,9
14,-63,8
14,-62,8
14,-62,8
14,-62,8
14,-62,8
14,-62,8
14,-62,9
14,-62,8
14,-63,8
13,-63,9
14,-62,8
14,-62,9
14,-62,8
14,-62,8
14,-62,9
14,-62,8
14,-62,9
15,-62,9
15,-62,8
15,-62,8
15,-62,9
15,-62,8
15,-62,9
15,-62,9
14,-63,9
14,-63,8
13,-63,8
13,-63,8
13,-63,8
13,-62,8
14,-63,9
14,-62,9
14,-62,9
14,-62,9
15,-62,9
15,-62,9
15,-62,9
14,-62,9
14,-62,9
15,-62,9
15,-62,9
15,-62,9
15,-62,9
15,-62,10
14,-62,9
14,-62,9
14,-62,9
13,-63,8
13,-62,8
13,-63,9
13,-62,9
13,-63,9
14,-62,9
14,-62,9
14,-62,9
14,-62,10
14,-62,9
13,-62,10
14,-63,10
13,-62,10
13,-62,10
13,-61,11
12,-60,11
11,-60,11
11,-64,12
12,-64,13
14,-63,14
14,-63,14
14,-60,14
13,-60,14
13,-60,13
14,-63,14
14,-63,14
14,-62,15
13,-62,15
13,-61,15
15,-61,13
15,-61,12
14,-61,12
13,-61,13
13,-61,13
14,-63,13
14,-62,13
14,-62,13
13,-62,13
